Course, CRN, Comments, Department, Last Taught
ASCI 215, 11145, Prereqs enforced by the system: ASCI  141 or equivalent, or instructor  permission, ANIMAL--SCIENCES, Spring 2020
ASCI 216, 93263, Prereqs enforced by the system: BIOL  001 or BCOR 011 and ASCI 141 or ANPS 19/  20, ANIMAL--SCIENCES, Fall 2020
ASCI 220, 15559, No Requirement Information Given, ANIMAL--SCIENCES, Spring 2020
ASCI 221, 13655, Prereq enforced by the system: ASCI 117, ANIMAL--SCIENCES, Spring 2020
ASCI 234, 10598, Junior or senior standing Meets at WH  Miner Agricultural Institute in Chazy, NY, ANIMAL--SCIENCES, Spring 2020
ASCI 252, 91997, FARMS 2+2 Scholarship Students, ANIMAL--SCIENCES, Fall 2017
ASCI 263, 92971, Prereqs enforced by the system: ASCI  118 and ASCI 141 or Instructor  Permission, ANIMAL--SCIENCES, Fall 2020
ASCI 264, 92997, Junior standing; Location: Miller  Research Complex Classroom; Permission  required, ANIMAL--SCIENCES, Fall 2020
ASCI 265, 94539, Prereqs enforced by the system: ASCI  117 Note: Class held in Miller Farm  Classroom, ANIMAL--SCIENCES, Fall 2020
ASCI 272, 12891, Prereqs enforced by the system: ASCI  171; Instructor permission required;  $175 Fee, ANIMAL--SCIENCES, Spring 2020
ASCI 277, 14803, No Requirement Information Given, ANIMAL--SCIENCES, Spring 2019
ASCI 294, 93060, Instructor permission required; Offered  for 1-3 variable credits; Title: Adv  Teaching Assistantship, ANIMAL--SCIENCES, Fall 2020
ASCI 295, 94876, No Requirement Information Given, ANIMAL--SCIENCES, Fall 2019
ASCI 296, 13054, Instructor permission required, ANIMAL--SCIENCES, Spring 2020
ASCI 297, 94916, No Requirement Information Given, ANIMAL--SCIENCES, Fall 2020
ASCI 298, 94918, No Requirement Information Given, ANIMAL--SCIENCES, Fall 2020
ASCI 301, 94794, No Requirement Information Given, ANIMAL--SCIENCES, Fall 2020
ASCI 302, 13092, No Requirement Information Given, ANIMAL--SCIENCES, Spring 2020
ASCI 303, 94885, No Requirement Information Given, ANIMAL--SCIENCES, Fall 2019
ASCI 322, 95126, Cross listed with PH 322 OL1 & ASCI 297  G; Open to graduate level PH and ASCI  students; Or instructor permission, ANIMAL--SCIENCES, Fall 2017
ASCI 391, 91754, Grad students only, ANIMAL--SCIENCES, Fall 2020
ASCI 395, 94886, Course meets in L/L-B B102, ANIMAL--SCIENCES, Fall 2019
ASL 001, 90794, Open to Degree and CDE students, AMERICAN--SIGN--LANGUAGE, Fall 2020
ASL 002, 90797, Prereq: ASL 001 or successful  completion of placement interview; Open  to Degree and CDE students, AMERICAN--SIGN--LANGUAGE, Fall 2020
ASL 051, 90798, Prereq: ASL 002 or successful  completion of placement interview., AMERICAN--SIGN--LANGUAGE, Fall 2020
ASL 052, 93368, Prereqs enforced by the system: ASL 051  or CMSI 051; Or successful placement  interview; Open to Degree and CDE  students, AMERICAN--SIGN--LANGUAGE, Fall 2020
ASL 101, 93615, Prereqs enforced by the system: ASL 052, AMERICAN--SIGN--LANGUAGE, Fall 2020
ASL 102, 15524, Prereq enforced by the system: ASL 101, AMERICAN--SIGN--LANGUAGE, Spring 2020
ASL 120, 93058, Open to Degree and CDE students; This  course will have interpreters to  facilitate lecture/discussion for all  students at each class meeting., AMERICAN--SIGN--LANGUAGE, Fall 2020
ASL 192, 96645, No Requirement Information Given, AMERICAN--SIGN--LANGUAGE, Fall 2020
ASL 195, 95855, Cross listed with ASL 051 A; Instructor  permission required, AMERICAN--SIGN--LANGUAGE, Fall 2018
ASL 220, 14081, Prereq enforced by the system: ASL 051;  Open to Degree and CDE students, AMERICAN--SIGN--LANGUAGE, Spring 2020
ASL 295, 15607, Prerequisite: ASL 002; Open to both CDE  and Degree students, AMERICAN--SIGN--LANGUAGE, Spring 2018
ASTR 005, 90344, Degree students only even after level  restrictions removed; CDE students  register for ASTR 005 ZRA, ASTRONOMY, Fall 2020
ASTR 023, 90346, Pre/Co-req: ASTR 005; Degree students  only even after level restrictions are  removed; CDE students enroll in ASTR  023 ZRA, ASTRONOMY, Fall 2020
ASTR 153, 14752, Prereqs enforced by the system: ASTR  005; Additionally MATH 010 or  equivalent, ASTRONOMY, Spring 2019
ASTR 155, 93257, Prereqs enforced by the system: ASTR  005, ASTRONOMY, Fall 2020
ASTR 157, 95045, Prereqs enforced by the system: ASTR  005;, ASTRONOMY, Fall 2019
ASTR 177, 15026, Prereqs enforced by the system: ASTR  005, ASTRONOMY, Spring 2020
ASTR 195, 95403, No Requirement Information Given, ASTRONOMY, Fall 2016
AT 155, 91975, Lecture/Lab; AT majors only; 1st year  only; Lab fee: $56, ATHLETIC--TRAINING, Fall 2017
AT 158, 11039, AT Year 1 Lab fee of $58.07, ATHLETIC--TRAINING, Spring 2018
AT 159, 90598, AT 2nd Years only; Meets in Rowell  003A-003B; HIPAA/OSHA training fee -  $11.00; Immunization tracking fee - $20, ATHLETIC--TRAINING, Fall 2018
AT 160, 11453, AT majors; Sophomore students only, ATHLETIC--TRAINING, Spring 2019
AT 161, 90548, AT majors only; HIPAA/OSHA training  fee: $11.00, ATHLETIC--TRAINING, Fall 2019
AT 162, 15183, AT Juniors only, ATHLETIC--TRAINING, Spring 2020
AT 168, 14444, Open to Degree and CDE students., ATHLETIC--TRAINING, Spring 2020
AT 169, 91677, AT 2nd Years only; Student Liability  Insurance fee $17.00, ATHLETIC--TRAINING, Fall 2018
AT 170, 11458, Online clinical experience; AT majors;  Sophomore students only, ATHLETIC--TRAINING, Spring 2019
AT 171, 91530, AT majors only; Student Liability  Insurance fee: $17.00; Contact  Department for Location, ATHLETIC--TRAINING, Fall 2019
AT 172, 11335, Online clinical experience; AT Juniors  Only, ATHLETIC--TRAINING, Spring 2020
AT 173, 91398, AT Seniors only; Student liability  insurance fee $15.00; Contact  Department for location; Variable 6-12  Credits;, ATHLETIC--TRAINING, Fall 2020
AT 174, 11337, Online clinical experience; AT Seniors  only., ATHLETIC--TRAINING, Spring 2020
AT 184, 90599, AT majors only, ATHLETIC--TRAINING, Fall 2018
AT 185, 10525, AT majors only, ATHLETIC--TRAINING, Spring 2019
AT 187, 91285, AT Juniors only, ATHLETIC--TRAINING, Fall 2019
AT 189, 90957, AT Juniors only; Course meets in person  on Tues/Thurs from 11:40-12:55. The  remainder of the course held online., ATHLETIC--TRAINING, Fall 2019
AT 190, 90514, AT Seniors only; HIPAA/OSHA Training  fee $11.00; 2 Credit Course, ATHLETIC--TRAINING, Fall 2020
AT 191, 94727, No Requirement Information Given, ATHLETIC--TRAINING, Fall 2020
AT 192, 11338, AT majors; Senior students only, ATHLETIC--TRAINING, Spring 2020
AT 195, 13859, AT majors; Senior students only, ATHLETIC--TRAINING, Spring 2019
AT 196, 15587, No Requirement Information Given, ATHLETIC--TRAINING, Spring 2020
AT 220, 15186, AT Juniors only., ATHLETIC--TRAINING, Spring 2020
AT 295, 14719, AT majors; Junior or Senior students  only, ATHLETIC--TRAINING, Spring 2019
BCOR 011, 90745, First time first year students only.  For majors: ASCI, BICM, BIOL, BISC, ENSC, MGEN, MICR, NEUR, PBIO, ZOOL.  Must register for a BCOR 011 lab.  Trouble registering? Please contact  Laura.A.Newman@uvm.edu. Degree students  only even after level restrictions are  removed;Post Bac Pre Med students  enroll in BCOR 011 ZRA, BIOCORE, Fall 2020
BCOR 012, 10705, For majors: ASCI, BICM, BIOL, BISC, ENSC, MGEN, MICR, NEUR, PBIO, ZOOL;  Recommended: CHEM 32; Must register  for a BCOR 012 lab. Trouble  registering? Please contact Laura.A.  Newman@uvm.edu. Degree and Post Bac Pre  Med students only, BIOCORE, Spring 2020
BCOR 021, 91216, First-time first-year students only;  Instructor permission required; Must  register for a BCOR 021 Lab. Must be  enrolled in CHEM 31 if have no CHEM  credit., BIOCORE, Fall 2020
BCOR 101, 90611, Prereqs enforced by the system: BCOR  011/012 or BIOL 001/002 or BCOR 021;  and CHEM 031, CHEM 035 or CHEM 051.  Must register for BCOR 101 discussion.  Degree students only. Post-Bac Pre-Med  and CDE students register for BCOR 101  ZRA., BIOCORE, Fall 2020
BCOR 102, 90266, Prereqs enforced by the system: BIOL  001/002 or BCOR 11/12 or BCOR 21; and  MATH 019 or MATH 021. Must register for  a BCOR 102 lab; Open to degree and CDE  students; For majors: ASCI, BICM, BIOL, BISC, ENSC, MGEN, MICR, NEUR, PBIO, ZOOL, NDEG., BIOCORE, Fall 2020
BCOR 103, 10050, For majors: ASCI, BICM, BIOL, BISC, ENSC, MGEN, MICR, NEUR, PBIO, ZOOL only;  Minimum sophomore standing. Prereqs  enforced by the system: BIOL 001/002 or  BCOR 011/012 or BCOR 021; CHEM 031 or  035 or 051; CHEM 032 or 036 or 052.  Recommended: CHEM 141/142, BCOR 101. If  concurrently enrolling in CHEM 32/36/51, please contact Laura.A.Newman@uvm.edu  for a prerequisite override.  Cross-listed with MMG 196 A and BIOL  108 A; total combined enrollment = 235  Degree students only even after level  restrictions removed; CDE students  register for BCOR 103 ZRA, BIOCORE, Spring 2020
BCOR 195, 95106, Sophomore standing or above required., BIOCORE, Fall 2020
BCOR 196, 14975, No Requirement Information Given, BIOCORE, Spring 2016
BCOR 197, 93034, Instructor permission required., BIOCORE, Fall 2020
BCOR 198, 94776, Contact instructor for meeting location  and time; Instructor permission  required, BIOCORE, Fall 2019
BCOR 298, 14322, Contact instructor for meeting location  and time; variable credits: 1-8;  Instructor permission required, BIOCORE, Spring 2020
BHSC 034, 95255, Must register for Lab A01 or A02; MLS, MRS, BIOM, HSCI Students only or  Instructor permission; Student Lab Fee:  $45, BIOMEDICAL--AND--HEALTH--SCIENCES, Fall 2020
BHSC 096, 94922, No Requirement Information Given, BIOMEDICAL--AND--HEALTH--SCIENCES, Fall 2020
BHSC 098, 15243, Prereqs enforced by the system: ENGS  001; MLS, MRS, HSCI students only, BIOMEDICAL--AND--HEALTH--SCIENCES, Spring 2020
BHSC 140, 93759, Prereqs enforced by the system: MATH  19 or 21, BIOMEDICAL--AND--HEALTH--SCIENCES, Fall 2020
BHSC 175, 93760, Prereqs enforced by the system: ANPS 20  or other degree students with  instructor permission, BIOMEDICAL--AND--HEALTH--SCIENCES, Fall 2020
BHSC 188, 96203, Instructor permission required; TA for  HSCI Courses, BIOMEDICAL--AND--HEALTH--SCIENCES, Fall 2020
BHSC 198, 95983, Departmental permission only;  Instructor will arrange meeting with  students, BIOMEDICAL--AND--HEALTH--SCIENCES, Fall 2020
BHSC 242, 15288, One semester of Biochemistry as a  prerequisite or instructor, BIOMEDICAL--AND--HEALTH--SCIENCES, Spring 2020
BHSC 244, 15289, Pre-co req: BHSC 242 or MMG 223: One  semester Biochemistry; MLS majors &  MLSC Grad Students or Instructor  permission: Lab fee: $45, BIOMEDICAL--AND--HEALTH--SCIENCES, Spring 2020
BHSC 281, 93762, Prereqs enforced by the system: CHEM  042 or CHEM 141; MLS students must take  lecture and lab (BHSC 282 A); Non MLS  students may take lecture without lab;  Open to Degree and CDE students, BIOMEDICAL--AND--HEALTH--SCIENCES, Fall 2020
BHSC 282, 93763, Prereqs enforced by the system: CHEM  042 or 141; MLS, MLSC majors or MLS PBC  CDE students only; Fee: $45 - Molecular  Bio Lab Fee, BIOMEDICAL--AND--HEALTH--SCIENCES, Fall 2020
BHSC 288, 97066, No Requirement Information Given, BIOMEDICAL--AND--HEALTH--SCIENCES, Fall 2020
BHSC 292, 15359, No Requirement Information Given, BIOMEDICAL--AND--HEALTH--SCIENCES, Spring 2020
BHSC 293, 15292, Variable 1-6 credits; Insruxtor will  arrange meeting with students, BIOMEDICAL--AND--HEALTH--SCIENCES, Spring 2020
BHSC 297, 93768, Open to MLS & MRS students only; All  others need permissiion, BIOMEDICAL--AND--HEALTH--SCIENCES, Fall 2020
BHSC 298, 95948, Credits: 1-6; Instructor permission  required; Contact instructor for more  info if needed, BIOMEDICAL--AND--HEALTH--SCIENCES, Fall 2020
BIOC 001, 94510, No Requirement Information Given, BIOCHEMISTRY, Fall 2020
BIOC 002, 15543, No Requirement Information Given, BIOCHEMISTRY, Spring 2020
BIOC 092, 97147, No Requirement Information Given, BIOCHEMISTRY, Fall 2020
BIOC 095, 95088, Restricted to First year students only, BIOCHEMISTRY, Fall 2018
BIOC 096, 14918, No Requirement Information Given, BIOCHEMISTRY, Spring 2019
BIOC 191, 92873, Prereqs: CHEM 031 & 032 or CHEM 035 &  036; Some programs may require  additional courses in Chemistry;  Department permission required, BIOCHEMISTRY, Fall 2020
BIOC 192, 10499, Prereqs: CHEM 31, 32 or 35, 36; Some  programs may require additional courses  in Chemistry; Instructor permission  required, BIOCHEMISTRY, Spring 2020
BIOC 195, 14702, Winter Session Online Course: 12/26/  17-1/12/18, Open to both CDE & Degree  students; This course may or may not  fulfill degree requirements for UVM  students. Please consult with your  Dean's Office if you have any questions  about applicability of winter session  courses toward gradua- tion  requirements., BIOCHEMISTRY, Spring 2018
BIOC 201, 94504, Degree students only even after level  restrictions removed; CDE students  register for BIOC 201 ZRA, BIOCHEMISTRY, Fall 2020
BIOC 205, 90130, Prereqs enforced by the system: CHEM  048 or 142 or 144; Cross listed w/ CHEM  205 A & MMG 205 A; Total combined  enrollment = 105; BICM, CHEM, MGEN, MICR mjrs only during registration week;  Degree students only even after level  restrictions removed; CDE & Post Bac  Pre Med Students register for BIOC 205  ZRA; Review class Mondays 4-6pm in  Given C443, BIOCHEMISTRY, Fall 2020
BIOC 206, 10500, Prereqs enforced by the system: BIOC  205, or CHEM 205 or MMG 205; Degree  students only even after level  restrictions removed; CDE students  register for BIOC 206 ZRA; Cross listed  w/ CHEM 206 A & MMG 206 A, BIOCHEMISTRY, Spring 2020
BIOC 207, 13090, Coreq: BIOC 206; Degree students only  even after level restrictions removed;  CDE students register for BIOC 207 ZRA;  Cross listed with CHEM 207 A and MMG  207 A; Labs begin 1st day of classes;, BIOCHEMISTRY, Spring 2020
BIOC 212, 10716, Prereqs enforced by the system: CHEM  042, CHEM 044 or CHEM 141; Degree  students only even after level  restrictions removed, CDE students  register for BIOC 212 ZRA, BIOCHEMISTRY, Spring 2016
BIOC 240, 14710, Prereqs enforced by the system: BIOL  002 or BCOR 012 and CHEM 142;  Restrictions PBIO 185 or BIOC295A, 205  or 301 Class is held in Given C C447;  Final Exam will be held in HSRF 300, BIOCHEMISTRY, Spring 2018
BIOC 263, 12392, Prereqs enforced by the system: BIOC  205 or PBIO 185, BIOCHEMISTRY, Spring 2020
BIOC 275, 94506, Degree students only even after level  restrictions removed; CDE students  register for BIOC 275 ZRA, BIOCHEMISTRY, Fall 2020
BIOC 284, 91251, Senior standing; Location: Given C447, BIOCHEMISTRY, Fall 2020
BIOC 292, 92852, Instructor permission required, BIOCHEMISTRY, Fall 2020
BIOC 293, 94547, Instructor permission required; Title:  Proteins & Enzymes, BIOCHEMISTRY, Fall 2019
BIOC 294, 92499, Independent study course; Location:  Given C447; Instructor permission  required, BIOCHEMISTRY, Fall 2020
BIOC 295, 95842, Prerequisite: BIOC 201 (concurrent is  OK);, BIOCHEMISTRY, Fall 2020
BIOC 296, 95095, Full Title: Advanced Biochemistry of  Human Disease; Prerequisites: BIOC 205, 212, 295A or PBIO 185; Degree Students  only even after level restrictions  removed; CDE & Post Bac Pre Med  students register for BIOC 296 ZRA; 3  credits, BIOCHEMISTRY, Fall 2018
BIOC 301, 92767, Prereqs enforced by the system: CHEM  142 or 144; Or department permission;  Degree students only even after level  restrictions removed; CDE & Post Bac  Pre Med students register for BIOC 301  ZRA; Total combined enrollment = 50;  There is also a Wed. class 4-6 p.m. in  Given C443, BIOCHEMISTRY, Fall 2020
BIOC 302, 13099, Prereqs enforced by the system: CHEM  142 or 144; or dept permission; Degree  students only even after level  restrictions removed; CDE students  register for BIOC 302 ZRA, BIOCHEMISTRY, Spring 2020
BIOC 351, 15529, Degree students only even after level  restrictions removed; CDE atudents  register for BIOC 351 ZRA; Prereqs  enforced by the system: BIOC 301; Room  location: Given C447, BIOCHEMISTRY, Spring 2020
BIOC 372, 95788, Prereqs enforced by the system: BIOC  302, BIOCHEMISTRY, Fall 2019
BIOC 381, 15262, Graduate Students Only; instructor will  determine location after consulting w/  students at beginning of semester;  Location: Given C447, BIOCHEMISTRY, Spring 2018
BIOC 391, 11954, No Requirement Information Given, BIOCHEMISTRY, Spring 2018
BIOC 393, 95948, Credits: 1-3; Course title: Biochem:  Grad. Independ. Study, BIOCHEMISTRY, Fall 2019
BIOC 395, 96423, Instructor permission required; Credits  1-10, BIOCHEMISTRY, Fall 2016
BIOC 491, 11963, No Requirement Information Given, BIOCHEMISTRY, Spring 2018
BIOC 496, 96367, Location: Given C447; CMB students can  register without permission; All other  students require instructor permission, BIOCHEMISTRY, Fall 2020
BIOE 391, 16297, No Requirement Information Given, BIOENGINEERING, Spring 2016
BIOE 491, 91257, Graduate standing only, BIOENGINEERING, Fall 2020
BIOE 492, 15824, Course title: Nanoparticles, BIOENGINEERING, Spring 2020
BIOL 001, 90305, Must register for a BIOL 001 lab; Lab  supply fee: $30; Degree students only  even after level restrictions removed;  CDE students register for BIOL 001 ZRA, BIOLOGY, Fall 2020
BIOL 002, 10062, Must register for a BIOL 002 lab  L01-L18; $30.00 fee: BIOL 002 Lab  Supply Fee; ASCI, BIOL, BISC, MGEN, MICR, NEUR, PBIO, ZOOL majors should  register for BCOR 012; Degree students  only even after level restrictions  removed; CDE students register for BIOL  002 ZRA, BIOLOGY, Spring 2020
BIOL 003, 90330, This course will not count toward BIOL, BISC, NEUR, PBIO, or ZOOL majors, and  students majoring in these areas are  restricted from registering; Degree  students only even after level  restrictions are removed., BIOLOGY, Fall 2020
BIOL 004, 10396, Optional lab: BIOL 014 OL1; Open to  Degree and CDE students, BIOLOGY, Spring 2020
